person_id,role_type,contest,first_name,last_name,full_name,nickname,abbreviation,coalition,state,area,membership_type,start_date,end_date,is_substitute,is_titular,date_birth,gender,dead_or_alive,last_degree_of_studies,profession_1,profession_2,profession_3,profession_4,profession_5,profession_6,Website,URL_FB_page,URL_FB_profile,URL_IG,URL_TW,URL_others,URL_photo,source_of_truth
,executiveCouncil,Presidencia del municipio de CHIHUAHUA,Miguel Alonso,Riggs Baeza,Miguel Alonso Riggs Baeza,,MC,,Chihuahua,Chihuahua,campaigning_politician,2021-04-29,2021-06-02,No,TRUE,1975-10-27,M,Vivo,Master Degree,"administrador de empresas, licenciado en comercio exterior, director de lógistica en empresas, empaque y embalaje, consejero en asociación ganadera local, diputado federal",Business administration and management,Trade strudies,Administration in the field of agronomy,Political Sciences,,,https://www.facebook.com/MiguelRIGGS.mx,https://www.facebook.com/mriggs5,https://www.instagram.com/miguelriggs3,https://www.twitter.com/MiguelRiggs3,,http://sil.gobernacion.gob.mx/Archivos/Fotos/9222638.jpg,
,executiveCouncil,Presidencia del municipio de CHIHUAHUA,Luis Manuel,Medel Sanchez,Luis Manuel Medel Sanchez,,PESol,,Chihuahua,Chihuahua,campaigning_politician,2021-04-29,2021-06-02,No,TRUE,,M,Vivo,Bachelor´s Degree,"abogado, distribuidor de medicamentos y material médico, mercadotécnia, miembro de la junta directiva del Instituto Universitario Amerivent México",Law,Pharmacy,Marketing and publicity,Administration in the field of education,,,https://www.facebook.com/luismedelmx,,https://www.instagram.com/luismedelcuu,https://www.twitter.com/LuisMed71596554,luis.medel@amerivent.edu.mx,https://scontent.fmex10-4.fna.fbcdn.net/v/t1.6435-9/180900064_613938363321149_1459364129511664885_n.jpg?_nc_cat=105&ccb=1-3&_nc_sid=09cbfe&_nc_eui2=AeH2Lz0aofvawZ52Y-kWkaNoJyFL9W5p2hMnIUv1bmnaE3Ichc_sfznt3vqyF8gK7qIggL0ONgQEhOGg_9ygVIcN&_nc_ohc=vcv11dl5SR8AX818kvp&tn=jtSsrDePF4k_iySh&_nc_ht=scontent.fmex10-4.fna&oh=1870c7909b6079f69e653911a57a89aa&oe=60C5333F,
,executiveCouncil,Presidencia del municipio de CHIHUAHUA,Priscila Eugenia,Lara Cano,Priscila Eugenia Lara Cano,,RSP,,Chihuahua,Chihuahua,campaigning_politician,2021-04-29,2021-06-02,No,TRUE,,F,Vivo,Bachelor´s Degree,"administradora de empresas, chef, gerente administrativa, gerente de cuenta empresarial, ejecutiva de cuentas, empresaria",Business administration and management,Food industry,"Finance, banking and insurance",,,,https://www.facebook.com/PriscilaEugeniaLara,https://www.facebook.com/PriscilaEugeniaLaraCano,https://www.instagram.com/priscilalaracano,,"https://www.linkedin.com/in/priscilalara,eugenialarachh@gmail.com",https://scontent.fmex10-4.fna.fbcdn.net/v/t1.6435-9/182291632_132904408856406_3711180441332736794_n.jpg?_nc_cat=105&ccb=1-3&_nc_sid=09cbfe&_nc_eui2=AeFPDHMn4XuTZYTnEP7EQse5ZiwCgzgbxEBmLAKDOBvEQAWlo6FI5U9UEXD0hB80D52Pnf-78Ve-E4GY2EimjOBZ&_nc_ohc=kMe-L8MvPz4AX8Vvkap&_nc_ht=scontent.fmex10-4.fna&oh=981c55a5a865e0732dd3bd776af5c3db&oe=60C2C9AF,
,executiveCouncil,Presidencia del municipio de CHIHUAHUA,Patricia,Borunda Lara,Patricia Borunda Lara,Mtra. Patricia Borunda,FxM,,Chihuahua,Chihuahua,campaigning_politician,2021-04-29,2021-06-02,No,TRUE,,F,Vivo,Bachelor´s Degree,"profesora en educación preescolar, directora de escuela primaria, oficial de puericultura, directora de guarderia, directora de estancia infantil, directora del Centro de Integración para la Familia, diputada local, senadora","Teacher training in basic education, preschool level",Administration in the field of education,Public administration,Political Sciences,,,https://www.facebook.com/PatriciaBorundaLaraFXM,"https://www.facebook.com/patriciaborunda.fxm,https://www.facebook.com/patricia.borundalara",https://www.instagram.com/patriciaborundafxm,,,https://scontent.fmex10-2.fna.fbcdn.net/v/t1.6435-9/179854833_111832881048901_7107030984566039763_n.jpg?_nc_cat=109&ccb=1-3&_nc_sid=09cbfe&_nc_eui2=AeG0sJJNI1kIPLA9VWIDqZMdyL-cxJG0UI_Iv5zEkbRQj8F-pyisPzW05MVbT3aAJ6yef_c6YaSitHqdCcbHnYj2&_nc_ohc=nDZsReiGVr4AX8zgYMP&_nc_ht=scontent.fmex10-2.fna&oh=d5f92c351a2490d7d41fa752a731a04a&oe=60C315DF,
2563,executiveCouncil,Presidencia del municipio de CHIHUAHUA,Marco Antonio,Bonilla Mendoza,Marco Antonio Bonilla Mendoza,,PAN,Nos Une Chihuahua,Chihuahua,Chihuahua,officeholder,2021-09-10,2024-09-09,No,TRUE,1983-08-01,M,Vivo,Bachelor´s Degree,"abogado, secretario de fortalecimiento interno en PAN estatal, subdirector de administración del agua, jefe de departamento de comités de vecinos, director de desarrollo humano y educación",Law,Public administration,Administration in the field of education,,,https://www.marcobonilla.mx,https://www.facebook.com/SoyMarcoBonilla,https://www.facebook.com/mabomesingrilla,https://www.instagram.com/soymarcobonilla,https://www.twitter.com/soyMarcoBonilla,hola@marcobonilla.mx,https://scontent.fmex10-4.fna.fbcdn.net/v/t1.6435-9/180274729_1204955629969760_8873909945020653414_n.jpg?_nc_cat=1&ccb=1-3&_nc_sid=09cbfe&_nc_eui2=AeEt-sfF1dTjzeT0_WNqZDJivZ-mLBKGIGC9n6YsEoYgYNyKShT1ZgTRPLSOMaonVLGWisqPiLEoSS4Ghg3OQPIh&_nc_ohc=kVkERjzaIgsAX_YoBb9&_nc_oc=AQmPyLtM4PAUaCTCjXjHPvhHIdhFpNaMmmb5j2V9jn9eGN2L6I-dpaA36TGeiE0I89qDmdFrLCfJj2flSpETK88A&_nc_ht=scontent.fmex10-4.fna&oh=1e467caa10866b8c7c29071944554ba3&oe=60C558AB,
,executiveCouncil,Presidencia del municipio de CHIHUAHUA,Marco Adan,Quezada Martinez,Marco Adan Quezada Martinez,,Morena,Juntos hacemos historia en Chihuahua,Chihuahua,Chihuahua,campaigning_politician,2021-04-29,2021-06-02,No,TRUE,1968-12-18,M,Vivo,Bachelor´s Degree,"técnico agropecuario, abogado, jefe municipal del departamento de promoción social, gerente del CUM, presidente directivo del PRI, director municipal de atención ciudadana,diputado local, presidente municipal","Agronomy, forestry and fisheries, multidisciplinary or general programs",Law,Public administration,Political Sciences,,http://www.marcoquezada.mx,https://www.facebook.com/marcoqm,https://www.facebook.com/marco.quezadamartinez,https://www.instagram.com/marco_quezada,https://www.twitter.com/Marco_Quezada,,https://scontent.fmex10-4.fna.fbcdn.net/v/t1.6435-9/179765170_10159291212897427_6753425655199565022_n.jpg?_nc_cat=110&ccb=1-3&_nc_sid=09cbfe&_nc_eui2=AeGBdg--ZAE_K19Qb9FMZXIW1IINtSQewwLUgg21JB7DAl-26PAr1RpKP-mQNGyvpcWKC5P17lpC1zqFhACTjj-C&_nc_ohc=ZaZbFmQ8hkgAX9rwnNN&_nc_ht=scontent.fmex10-4.fna&oh=4b7b0f2b57b25866a5622ccd5d8adfb4&oe=60C36338,
2565,legislatorLowerBody,Diputación del Distrito Federal 5 de VERACRUZ DE IGNACIO DE LA LLAVE,Raquel ,Bonilla Herrera,Raquel Bonilla Herrera,,Morena,Juntos hacemos historia,Veracruz de Ignacio de la Llave,5,officeholder,2021-08-29,2024-08-28,Sí,TRUE,1984-03-17,F,Vivo,High School,"politica,secretaria de organizacion de morena,diputada federal,miembro del sindicaro de trabajadores de la industria dela radio difusion",Political Sciences,Social work and care,,,,,https://www.facebook.com/RaquelBonillaHerrera,,https://www.instagram.com/raquelbonillah,,,http://sil.gobernacion.gob.mx/Archivos/Fotos/9223321.jpg,http://sil.gobernacion.gob.mx/Librerias/pp_PerfilLegislador.php?SID=&Referencia=9223321
,legislatorLowerBody,Diputación del Distrito Federal 1 de YUCATÁN,Lizbeth Beatriz Del Socorro,Kantun Pompeyo,Lizbeth Beatriz Del Socorro Kantun Pompeyo,,Morena,,Yucatán,1,campaigning_politician,2021-05-05,2021-06-02,Sí,TRUE,,F,Vivo,Bachelor´s Degree,"maestra de primaria,directora de primaria","Teacher training in basic education, primary level",Administration in the field of education,,,,,https://www.facebook.com/KantunLizbeth,,,,cocoxca61@hotmail.com,https://candidaturas.ine.mx/img/fotocandidato/24468.jpg,
,legislatorLowerBody,Diputación del Distrito Federal 1 de YUCATÁN,Victor Samuel,Noh Bacab,Victor Samuel Noh Bacab,,MC,,Yucatán,1,campaigning_politician,2021-05-05,2021-06-02,Sí,TRUE,1970-04-01,M,Vivo,,,,,,,,,,,,,,,
,legislatorLowerBody,Diputación del Distrito Federal 7 de CHIHUAHUA,Homero ,Esquer Terrazas,Homero Esquer Terrazas,,RSP,,Chihuahua,7,campaigning_politician,2021-05-04,2021-06-02,Sí,TRUE,,M,Vivo,Bachelor´s Degree,empresario,Business administration and management,,,,,,,,,,https://mx.linkedin.com/in/homero-esquer-terrazas-6158b1b4,https://candidaturas.ine.mx/img/fotocandidato/24542.jpg,
,legislatorLowerBody,Diputación del Distrito Federal 6 de HIDALGO,Jesus Eduardo ,Perez Cervantes,Jesus Eduardo Perez Cervantes,,RSP,,Hidalgo,6,campaigning_politician,2021-05-05,2021-06-02,Sí,TRUE,,M,Vivo,High School,entrenador de alto rendimiento,Sports,,,,,,,https://www.facebook.com/jesuseduardo.perezcervantes,https://www.instagram.com/jesuseduardoperezcervante,,,https://candidaturas.ine.mx/img/fotocandidato/24486.jpg,
,legislatorLowerBody,Diputación del Distrito Federal 1 de HIDALGO,Betzua Sujhariny,Lastra Portilla,Betzua Sujhariny Lastra Portilla,,RSP,,Hidalgo,1,campaigning_politician,2021-05-05,2021-06-02,Sí,TRUE,,F,Vivo,Bachelor´s Degree,comunicóloga,Communication and journalism,,,,,,,https://www.facebook.com/profile.php?id=100066647024085,,,,https://candidaturas.ine.mx/img/fotocandidato/24552.jpg,
,legislatorLowerBody,Diputación del Distrito Federal 1 de CIUDAD DE MÉXICO,Maria Del Rayo,Hernandez Garcia,Maria Del Rayo Hernandez Garcia,,PESol,,Ciudad de México,1,campaigning_politician,2021-05-04,2021-06-02,Sí,TRUE,,F,Vivo,Elementary,activista social,Social work and care,,,,,,,https://www.facebook.com/rayitohernandezg,https://www.instagram.com/yayos_35,,,https://candidaturas.ine.mx/img/fotocandidato/24458.jpg,
,legislatorLowerBody,Diputación del Distrito Federal 11 de VERACRUZ DE IGNACIO DE LA LLAVE,Anselmo,Secundino Diego,Anselmo Secundino Diego,,PT,,Veracruz de Ignacio de la Llave,11,campaigning_politician,2021-05-04,2021-06-02,Sí,TRUE,,M,Vivo,Bachelor´s Degree,"abogado,asesor jurídico",Law,,,,,,https://www.facebook.com/PT-La-Voz-Del-Pueblo-102928818584196,"https://www.facebook.com/profile.php?id=100066085300617,https://www.facebook.com/anselmo.secundinidiego",,,ptlavozdelpueblo@gmail.com,https://candidaturas.ine.mx/img/fotocandidato/16866.jpg,
,legislatorLowerBody,Diputación del Distrito Federal 1 de OAXACA,Cayo,Ramirez Salvador,Cayo Ramirez Salvador,,PESol,,Oaxaca,1,campaigning_politician,2021-05-04,2021-06-02,Sí,TRUE,,M,Vivo,Bachelor´s Degree,maestro de escuela primaria,"Teacher training in basic education, primary level",,,,,,,,,,,,
,legislatorLowerBody,Diputación del Distrito Federal 1 de PUEBLA,Rocio Florina,Franco Sampayo,Rocio Florina Franco Sampayo,,PESol,,Puebla,1,campaigning_politician,2021-05-04,2021-06-02,Sí,TRUE,,F,Vivo,Bachelor´s Degree,"docente en preescolar,servidora pública","Teacher training in basic education, preschool level",Public administration,,,,,https://www.facebook.com/Rocio-Franco-108161124754123,,,,,https://candidaturas.ine.mx/img/fotocandidato/24548.jpg,
,legislatorLowerBody,Diputación del Distrito Federal 3 de OAXACA,Doreli,Nieves Medina,Doreli Nieves Medina,,PESol,,Oaxaca,3,campaigning_politician,2021-05-04,2021-06-02,Sí,TRUE,,F,Vivo,Bachelor´s Degree,"lider social y promotora de proyectos sociales a favor de las mujeres,niñas y niños",Social work and care,,,,,,,,,,,,
,legislatorLowerBody,Diputación del Distrito Federal 2 de SONORA,Jesus Octavio,Pesqueira Tapia,Jesus Octavio Pesqueira Tapia,,RSP,,Sonora,2,campaigning_politician,2021-05-04,2021-06-02,Sí,TRUE,,M,Vivo,Master Degree,"abogado, docente, servidor público, empresario",Law,Teacher training in higher education,Public administration,Business administration and management,,,https://www.facebook.com/jesusOpesqueira,,https://www.instagram.com/jesusoctaviopesqueira,,,https://scontent.fmex27-1.fna.fbcdn.net/v/t1.6435-9/182800209_2042286015913680_5192430107689381492_n.jpg?_nc_cat=106&ccb=1-3&_nc_sid=09cbfe&_nc_ohc=gHQ6nBdX70IAX-je3lM&_nc_ht=scontent.fmex27-1.fna&oh=e4cf9be7555c9024c6ffda34b3ecc687&oe=60DFD521,
,legislatorLowerBody,Diputación del Distrito Federal 3 de SONORA,Rocio Adilene,Pino Pino,Rocio Adilene Pino Pino,La Grosera,RSP,,Sonora,3,campaigning_politician,2021-05-04,2021-06-02,Sí,TRUE,,F,Vivo,Bachelor´s Degree,"auxiliar administrativo y de ventas, influencer",Business administration and management,Audio-visual techniques and media production,,,,https://www.rociopino.com,https://www.facebook.com/LaGroseraCandidata,,https://www.instagram.com/la_gr0seraoficial,https://www.twitter.com/la_gr0sera,"https://www.youtube.com/channel/UC0gG753dPFT0bC3HBjn4hHg,https://www.linkedin.com/in/rocio-pino-pino-781a91bb",https://scontent.fmex27-1.fna.fbcdn.net/v/t1.6435-9/180713075_310508173971218_3858713863483907976_n.jpg?_nc_cat=104&ccb=1-3&_nc_sid=09cbfe&_nc_ohc=GiB1Mzc9GuYAX8zwnnW&_nc_ht=scontent.fmex27-1.fna&oh=812ac7d367df90d4e68e1f0173a753e2&oe=60DF5B3A,
,legislatorLowerBody,Diputación del Distrito Federal 2 de ZACATECAS,Brenda,Barrios Villegas,Brenda Barrios Villegas,,FxM,,Zacatecas,2,campaigning_politician,2021-05-05,2021-06-02,Sí,TRUE,,F,Vivo,Bachelor´s Degree,"abogada, activista social",Law,Social work and care,,,,,https://www.facebook.com/BrendaBarriosFuerzaxMexico,,https://www.instagram.com/brendabarriosvillegas,,brendabarriosv@gmail.com,https://candidaturas.ine.mx/img/fotocandidato/24476.jpg,
,legislatorLowerBody,Diputación del Distrito Federal 3 de NAYARIT,Elia Veronica ,Zaragoza Quiyono,Elia Veronica Zaragoza Quiyono,,FxM,,Nayarit,3,campaigning_politician,2021-05-05,2021-06-02,Sí,TRUE,,F,Vivo,High School,coordinadora de eventos,,,,,,,,https://www.facebook.com/eliaveronica.zaragozaquiyono,,,,https://candidaturas.ine.mx/img/fotocandidato/24442.jpg,
,legislatorLowerBody,Diputación del Distrito Federal 2 de MORELOS,Sergio Arturo ,Beltran Toto,Sergio Arturo Beltran Toto,,RSP,,Morelos,2,campaigning_politician,2021-05-05,2021-06-02,Sí,TRUE,,M,Vivo,Bachelor´s Degree,ingenierio,,,,,,,,,,https://www.twitter.com/sbeltrantoto,,https://candidaturas.ine.mx/img/fotocandidato/24490.jpg,
,legislatorLowerBody,Diputación del Distrito Federal 10 de GUANAJUATO,Lilia ,Villafuerte Zavala,Lilia Villafuerte Zavala,,PVEM,,Guanajuato,10,campaigning_politician,2021-05-05,2021-06-02,Sí,TRUE,1963-04-19,F,Vivo,Master Degree,"abogada, jafe de departamento, magistrada",Law,Public administration,,,,,https://www.facebook.com/VillafuerteLilia10,,https://www.instagram.com/villafuertelilia10,https://www.twitter.com/lilia_vz,,https://scontent.fmid1-4.fna.fbcdn.net/v/t1.6435-9/169361280_746181856087372_4994921502889260383_n.jpg?_nc_cat=111&ccb=1-3&_nc_sid=09cbfe&_nc_eui2=AeET3ppkkCwb3GzMkP2k6R2ceLoV_JINvSN4uhX8kg29IyIqMv1nH8VwlR3_GmbPyizDmgV8zR08v8fh6-d0nXrJ&_nc_ohc=1oYxbKO6LXsAX-R-1u1&_nc_ht=scontent.fmid1-4.fna&oh=7496e501855018ad2a957be6fde80606&oe=60BF52C9,http://sil.gobernacion.gob.mx/Librerias/pp_PerfilLegislador.php?Referencia=9222696
,legislatorLowerBody,Diputación del Distrito Federal 21 de ESTADO DE MÉXICO,Heoduith Dessire Argentina ,Gonzalez Mijares,Heoduith Dessire Argentina Gonzalez Mijares,,RSP,,Estado de México,21,campaigning_politician,2021-05-05,2021-06-02,Sí,TRUE,,F,Vivo,High School,"ex regidora de presidencia municipal chalco,coordinadora del atlas de riesgo,comisionada en la coordinacion de verificaciones de proteción civil",Political Sciences,,,,,,,https://www.facebook.com/imagenciudadana.generacionac,,,,https://candidaturas.ine.mx/img/fotocandidato/24604.jpg,
,legislatorLowerBody,Diputación del Distrito Federal 12 de CHIAPAS,Clemente Miguel,Lopez Zepeda,Clemente Miguel Lopez Zepeda,,PRI,Va por México,Chiapas,12,campaigning_politician,2021-04-13,2021-06-02,Sí,TRUE,,M,Vivo,PhD Degree,"abogado, empresario, servidor público",Law,Business administration and management,Public administration,,,,https://www.facebook.com/ClementeMiguelLopezZepeda,,https://www.instagram.com/clemente_miguel12,https://www.twitter.com/clementemiguel1,clementemiguel12distrito@gmail.com,https://candidaturas.ine.mx/img/fotocandidato/23686.jpg,
,legislatorLowerBody,Diputación del Distrito Federal 14 de ESTADO DE MÉXICO,Elizabeth Graciela,Alcantara Friedl,Elizabeth Graciela Alcantara Friedl,,RSP,,Estado de México,14,campaigning_politician,2021-04-28,2021-06-02,Sí,TRUE,,F,Vivo,PhD Degree,"abogada, servidora pública, empresaria",Law,Public administration,Business administration and management,,,,,"https://www.facebook.com/elizabeth.alcantara.7165,https://www.facebook.com/eli.alcantara.1800",https://www.instagram.com/elizabeth_friedl,,eliza764@yahoo.com.mx,https://candidaturas.ine.mx/img/fotocandidato/24374.jpg,
,legislatorLowerBody,Diputación del Distrito Federal 20 de ESTADO DE MÉXICO,Frida Fernanda,Osorio Barron,Frida Fernanda Osorio Barron,,RSP,,Estado de México,20,campaigning_politician,2021-04-16,2021-06-02,Sí,TRUE,,F,Vivo,Bachelor´s Degree,mercadóloga,Marketing and publicity,,,,,,https://www.facebook.com/FridaFernandaOsorioBarron,,,,fridafernanda53@gmail.com,https://candidaturas.ine.mx/img/fotocandidato/23824.jpg,
,legislatorLowerBody,Diputación del Distrito Federal 35 de ESTADO DE MÉXICO,Amalia De Jesus,Flores Hernandez,Amalia De Jesus Flores Hernandez,,RSP,,Estado de México,35,campaigning_politician,2021-04-23,2021-06-02,Sí,TRUE,,F,Vivo,Bachelor´s Degree,"administradora, servidora pública",Business administration and management,Public administration,,,,,https://www.facebook.com/Amalia-Flores-109671604591963,,,,,https://candidaturas.ine.mx/img/fotocandidato/24152.jpg,
,legislatorLowerBody,Diputación del Distrito Federal 40 de ESTADO DE MÉXICO,Yazmin ,De La Vega Becerril,Yazmin De La Vega Becerril,,RSP,,Estado de México,40,campaigning_politician,2021-04-23,2021-06-02,Sí,TRUE,,F,Vivo,Bachelor´s Degree,servidora pública ,Public administration,,,,,,https://www.facebook.com/SoyYazmindelavega,,,https://www.twitter.com/Yazdelavega,yazdelavega07@hotmail.com,https://candidaturas.ine.mx/img/fotocandidato/24168.jpg,
,legislatorLowerBody,Diputación del Distrito Federal 4 de TABASCO,Juan Jose,Aguilar Morales,Juan Jose Aguilar Morales,,RSP,,Tabasco,4,campaigning_politician,2021-04-23,2021-06-02,Sí,TRUE,,M,Vivo,Bachelor´s Degree,servidor público,Public administration,,,,,,https://www.facebook.com/Juan-Jos%C3%A9-Aguilar-Morales-103157698600958,https://www.facebook.com/juanjose.aguilarmorales.94,,,licjuanjose63@gmail.com,https://candidaturas.ine.mx/img/fotocandidato/24186.jpg,
,legislatorLowerBody,Diputación del Distrito Federal 4 de TAMAULIPAS,Juan Manuel,Coronado Rocha,Juan Manuel Coronado Rocha,,RSP,,Tamaulipas,4,campaigning_politician,2021-04-23,2021-05-11,Sí,TRUE,,M,Vivo,,,,,,,,,,,,,,,
,legislatorLowerBody,Diputación del Distrito Federal 30 de ESTADO DE MÉXICO,Yazmin Nataly,Gonzalez Canto,Yazmin Nataly Gonzalez Canto,,FxM,,Estado de México,30,campaigning_politician,2021-04-23,2021-06-02,Sí,TRUE,,F,Vivo,Associate Degree,"técnico en computación, regidora",Computer's science,Political Sciences,,,,,https://www.facebook.com/candidataadiputadafederaldistrito30,https://www.facebook.com/yazminnataly.gonzalezcanto,,,jazmin.canto@hotmail.com,,
,legislatorLowerBody,Diputación del Distrito Federal 31 de ESTADO DE MÉXICO,Alheli Marisol,Rivas Rojas,Alheli Marisol Rivas Rojas,,FxM,,Estado de México,31,campaigning_politician,2021-04-16,2021-06-02,Sí,TRUE,,F,Vivo,High School,"empresaria, activista social",Business administration and management,Social work and care,,,,,https://www.facebook.com/marisolrojasdtto31,,https://www.instagram.com/marisol.rrojas.96,https://www.twitter.com/marisol_rrojas,marisolrojasfxm@gmail.com,https://candidaturas.ine.mx/img/fotocandidato/23882.jpg,
,legislatorLowerBody,Diputación del Distrito Federal 40 de ESTADO DE MÉXICO,Abigail,Bernal Esquivel,Abigail Bernal Esquivel,,FxM,,Estado de México,40,campaigning_politician,2021-04-23,2021-06-02,Sí,TRUE,,F,Vivo,Bachelor´s Degree,,,,,,,,,,,,,,
,legislatorLowerBody,Diputación del Distrito Federal 4 de ESTADO DE MÉXICO,Alma Elizabeth,Vilchis Sandoval,Alma Elizabeth Vilchis Sandoval,,RSP,,Estado de México,4,campaigning_politician,2021-04-23,2021-06-02,Sí,TRUE,,F,Vivo,Master Degree,"docente, asesora pedagógica, directora académica",Teacher training in higher education,Didactics and pedagogy,,,,,https://www.facebook.com/Con1alma,https://www.facebook.com/almaelizabeth.vilchissandoval.7,https://www.instagram.com/liszvictoria,,alma.edems@gmail.com,https://candidaturas.ine.mx/img/fotocandidato/24084.jpg,
,legislatorLowerBody,Diputación del Distrito Federal 30 de ESTADO DE MÉXICO,Andrea,Reyesrenata Miranda,Andrea Reyesrenata Miranda,,PRD,,Estado de México,30,campaigning_politician,2021-04-16,2021-06-02,Sí,TRUE,,F,Vivo,,,,,,,,,,,,,,,
,legislatorLowerBody,Diputación del Distrito Federal 6 de COAHUILA DE ZARAGOZA,Laura Olivia ,Ayala Fabela,Laura Olivia Ayala Fabela,,PESol,,Coahuila de Zaragoza,6,campaigning_politician,2021-04-23,2021-06-02,Sí,TRUE,,F,Vivo,Bachelor´s Degree,"economista, gerente general en la industrial del metal",Economy,Business administration and management,,,,,https://www.facebook.com/LauraAyalaF,,,,layacal2010@gmail.com,https://candidaturas.ine.mx/img/fotocandidato/24162.jpg,
,legislatorLowerBody,Diputación del Distrito Federal 36 de ESTADO DE MÉXICO,Ana Karen,Espinosa Soto,Ana Karen Espinosa Soto,,PESol,,Estado de México,36,campaigning_politician,2021-04-28,2021-06-02,Sí,TRUE,,F,Vivo,High School,activista social,Social work and care,,,,,,https://www.facebook.com/Ana-Karen-Espinosa-Soto-101852982082479,,,,espinosasotoanakaren@gmail.com,https://candidaturas.ine.mx/img/fotocandidato/24342.jpg,
,legislatorLowerBody,Diputación del Distrito Federal 2 de ZACATECAS,Alvaro ,Lopez Diaz,Alvaro Lopez Diaz,,PESol,,Zacatecas,2,campaigning_politician,2021-04-04,2021-04-15,No,TRUE,,M,Vivo,,,,,,,,,,,,,,,
,legislatorLowerBody,Diputación del Distrito Federal 6 de MICHOACÁN DE OCAMPO,Alma Yuritzi,Juarez Martinez,Alma Yuritzi Juarez Martinez,,PT,,Michoacán de Ocampo,6,campaigning_politician,2021-04-16,2021-06-02,Sí,TRUE,,F,Vivo,Bachelor´s Degree,,,,,,,,,,,,pt.michpt.michoacan@gmail.com,https://candidaturas.ine.mx/img/fotocandidato/23868.jpg,
,legislatorLowerBody,Diputación del Distrito Federal 3 de CHIAPAS,Margarita ,Gomez Santiz,Margarita Gomez Santiz,,PT,,Chiapas,3,campaigning_politician,2021-04-04,2021-04-27,No,TRUE,,F,Vivo,,,,,,,,,,,,,,,
,legislatorLowerBody,Diputación del Distrito Federal 3 de CHIAPAS,Sebastiana,Gomez Moreno,Sebastiana Gomez Moreno,,PT,,Chiapas,3,campaigning_politician,2021-04-28,2021-06-02,Sí,TRUE,,F,Vivo,Bachelor´s Degree,,,,,,,,,https://www.facebook.com/sebastiana.candidata,,,cuentaspt@gmail.com,https://candidaturas.ine.mx/img/fotocandidato/24410.jpg,
,legislatorLowerBody,Diputación del Distrito Federal 29 de ESTADO DE MÉXICO,Francisco,Gomez Altamirano,Francisco Gomez Altamirano,,MC,,Estado de México,29,campaigning_politician,2021-04-16,2021-06-02,Sí,TRUE,,M,Vivo,Bachelor´s Degree,servidor público,Public administration,,,,,,,https://www.facebook.com/paco.gomez.180625,,,ordeac.paco@hotmail.com,,
,legislatorLowerBody,Diputación del Distrito Federal 11 de VERACRUZ DE IGNACIO DE LA LLAVE,Claudio Alonso,Trujillo Gonzalez,Claudio Alonso Trujillo Gonzalez,,PVEM,,Veracruz de Ignacio de la Llave,11,campaigning_politician,2021-04-28,2021-06-02,Sí,TRUE,,M,Vivo,Bachelor´s Degree,"arquitecto, deportista en Taekwondo",Architecture and urbanism,Sports,,,,,https://www.facebook.com/arq.claudiotrujillo,,https://www.instagram.com/claudiotrujillo,https://www.twitter.com/OyeClaudio,arq.claudiotrujillo@outlook.com,,
,legislatorLowerBody,Diputación del Distrito Federal 5 de GUANAJUATO,Juan David ,Frausto Chavez,Juan David Frausto Chavez,,PESol,,Guanajuato,5,campaigning_politician,2021-04-23,2021-06-02,Sí,TRUE,,M,Vivo,Bachelor´s Degree,"ingeniero industrial, deportista, labor social, apostolado social de parroquia,emprendedor","Industrial, mechanical and metallurgical engineering",Sports,Social work and care,Theology,Business administration and management,https://8b963283-dba7-4838-91f0-8dbe3d79f44e.now.site,https://www.facebook.com/JuanDavidFraustoMX,https://www.facebook.com/juan.d.frausto.3,https://www.instagram.com/juan_david_frausto,,"juandavid85pes@gmail.com,jdfrodeo@hotmail.com,https://www.youtube.com/channel/UCqLLavf4-3-qnHykk1JO8Vg",https://candidaturas.ine.mx/img/fotocandidato/24064.jpg,
,legislatorLowerBody,Diputación del Distrito Federal 21 de ESTADO DE MÉXICO,Gerardo ,Martinez Vega,Gerardo Martinez Vega,,PVEM,,Estado de México,21,campaigning_politician,2021-04-16,2021-06-02,Sí,TRUE,,M,Vivo,Bachelor´s Degree,"servidor público,director de escuela de artes y oficios, gestor social,arquitecto",Public administration,Administration in the field of education,Social work and care,Architecture and urbanism,,,https://www.facebook.com/GerardoMtzDtto21,,https://www.instagram.com/gerardo.m.v,https://www.twitter.com/GerardoMDtto21,"gerardomv2021@gmail.com,Gmartinez711@hotmail.com",https://candidaturas.ine.mx/img/fotocandidato/23852.jpg,
,legislatorLowerBody,Diputación del Distrito Federal 13 de GUANAJUATO,Jorge ,Vazquez Martinez,Jorge Vazquez Martinez,,PESol,,Guanajuato,13,campaigning_politician,2021-04-04,2021-04-22,No,TRUE,,M,Vivo,,,,,,,,,,https://www.facebook.com/jorge.vazquezmartinez.5,,,,https://scontent.fmex10-2.fna.fbcdn.net/v/t1.6435-9/119218763_10214095263495998_6070935474854806628_n.jpg?_nc_cat=109&ccb=1-3&_nc_sid=09cbfe&_nc_eui2=AeF0OiQuo4kWCCUlLjXj4x5EUOSfszwxH7FQ5J-zPDEfsYzXCRM7yIp8cQxel62P0jqzx_bOTm_zBoa7vAla7RKE&_nc_ohc=A0y8i8ilRn4AX91g_-Y&_nc_ht=scontent.fmex10-2.fna&oh=c4bdbe7f2d55a9ff16eb0dc7e24ff3df&oe=60CCABAB,
