"contest_id","area_id","title","start_date","end_date","election_identifier"
,0,"Diputación del Distrito Local 2 CHIHUAHUA",2021-09-01,2024-08-31,"mx-chh-JUAREZ-REGIONAL_LEGISLATIVE-runoff-2024"
,0,"Diputación del Distrito Local 3 CHIHUAHUA",2021-09-01,2024-08-31,"mx-chh-JUAREZ-REGIONAL_LEGISLATIVE-runoff-2024"
,0,"Diputación del Distrito Local 4 CHIHUAHUA",2021-09-01,2024-08-31,"mx-chh-JUAREZ-REGIONAL_LEGISLATIVE-runoff-2024"
,0,"Diputación del Distrito Local 5 CHIHUAHUA",2021-09-01,2024-08-31,"mx-chh-JUAREZ-REGIONAL_LEGISLATIVE-runoff-2024"
,0,"Diputación del Distrito Local 6 CHIHUAHUA",2021-09-01,2024-08-31,"mx-chh-JUAREZ-REGIONAL_LEGISLATIVE-runoff-2024"
,0,"Diputación del Distrito Local 7 CHIHUAHUA",2021-09-01,2024-08-31,"mx-chh-JUAREZ-REGIONAL_LEGISLATIVE-runoff-2024"
,0,"Diputación del Distrito Local 8 CHIHUAHUA",2021-09-01,2024-08-31,"mx-chh-JUAREZ-REGIONAL_LEGISLATIVE-runoff-2024"
,0,"Diputación del Distrito Local 9 CHIHUAHUA",2021-09-01,2024-08-31,"mx-chh-JUAREZ-REGIONAL_LEGISLATIVE-runoff-2024"
,0,"Diputación del Distrito Local 10 CHIHUAHUA",2021-09-01,2024-08-31,"mx-chh-JUAREZ-REGIONAL_LEGISLATIVE-runoff-2024"
,0,"Diputación del Distrito Local 11 CHIHUAHUA",2021-09-01,2024-08-31,"mx-chh-AHUMADA, ALDAMA, AQUILES SERDAN, BUENAVENTURA, COYAME DEL SOTOL, GUADALUPE, JULIMES, MANUEL BENAVIDES, MEOQUI, OJINAGA, PRAXEDIS G. GUERRERO-REGIONAL_LEGISLATIVE-runoff-2024"
,0,"Diputación del Distrito Local 12 CHIHUAHUA",2021-09-01,2024-08-31,"mx-chh-CHIHUAHUA-REGIONAL_LEGISLATIVE-runoff-2024"
,0,"Diputación del Distrito Local 13 CHIHUAHUA",2021-09-01,2024-08-31,"mx-chh-BACHINIVA, BOCOYNA, CUSIHUIRIACHI, CHINIPAS, GUAZAPARES, GUERRERO, MAGUARICHI, MATACHI, MORIS, NAMIQUIPA, OCAMPO, TEMOSACHIC, URUACHI-REGIONAL_LEGISLATIVE-runoff-2024"
,0,"Diputación del Distrito Local 14 CHIHUAHUA",2021-09-01,2024-08-31,"mx-chh-CUAUHTEMOC, RIVA PALACIO-REGIONAL_LEGISLATIVE-runoff-2024"
,0,"Diputación del Distrito Local 15 CHIHUAHUA",2021-09-01,2024-08-31,"mx-chh-CHIHUAHUA-REGIONAL_LEGISLATIVE-runoff-2024"
,0,"Diputación del Distrito Local 16 CHIHUAHUA",2021-09-01,2024-08-31,"mx-chh-CHIHUAHUA-REGIONAL_LEGISLATIVE-runoff-2024"
,0,"Diputación del Distrito Local 17 CHIHUAHUA",2021-09-01,2024-08-31,"mx-chh-CHIHUAHUA-REGIONAL_LEGISLATIVE-runoff-2024"
,0,"Diputación del Distrito Local 18 CHIHUAHUA",2021-09-01,2024-08-31,"mx-chh-CHIHUAHUA-REGIONAL_LEGISLATIVE-runoff-2024"
,0,"Diputación del Distrito Local 19 CHIHUAHUA",2021-09-01,2024-08-31,"mx-chh-DELICIAS, ROSALES-REGIONAL_LEGISLATIVE-runoff-2024"
,0,"Diputación del Distrito Local 20 CHIHUAHUA",2021-09-01,2024-08-31,"mx-chh-ALLENDE, CAMARGO, CORONADO, LA CRUZ, JIMENEZ, LOPEZ, SAN FRANCISCO DE CONCHOS, SAUCILLO-REGIONAL_LEGISLATIVE-runoff-2024"
,0,"Diputación del Distrito Local 21 CHIHUAHUA",2021-09-01,2024-08-31,"mx-chh-DR. BELISARIO DOMINGUEZ, SANTA ISABEL, GRAN MORELOS, HIDALGO DEL PARRAL, HUEJOTITAN, MATAMOROS, NONOAVA, ROSARIO, SAN FRANCISCO DE BORJA, SAN FRANCISCO DEL ORO, SANTA BARBARA, SATEVO, EL TULE, VALLE DE ZARAGOZA-REGIONAL_LEGISLATIVE-runoff-2024"
,0,"Diputación del Distrito Local 22 CHIHUAHUA",2021-09-01,2024-08-31,"mx-chh-BALLEZA, BATOPILAS DE MANUEL GOMEZ MORIN, CARICHI, GUACHOCHI, GUADALUPE Y CALVO, MORELOS, URIQUE-REGIONAL_LEGISLATIVE-runoff-2024"
,0,"Diputación del Distrito Local 1 CIUDAD DE MÉXICO",2021-09-01,2024-08-31,"mx-cmx-GUSTAVO A. MADERO-REGIONAL_LEGISLATIVE-runoff-2024"
,0,"Diputación del Distrito Local 2 CIUDAD DE MÉXICO",2021-09-01,2024-08-31,"mx-cmx-GUSTAVO A. MADERO-REGIONAL_LEGISLATIVE-runoff-2024"
,0,"Diputación del Distrito Local 3 CIUDAD DE MÉXICO",2021-09-01,2024-08-31,"mx-cmx-AZCAPOTZALCO-REGIONAL_LEGISLATIVE-runoff-2024"
,0,"Diputación del Distrito Local 4 CIUDAD DE MÉXICO",2021-09-01,2024-08-31,"mx-cmx-GUSTAVO A. MADERO-REGIONAL_LEGISLATIVE-runoff-2024"
,0,"Diputación del Distrito Local 5 CIUDAD DE MÉXICO",2021-09-01,2024-08-31,"mx-cmx-AZCAPOTZALCO, MIGUEL HIDALGO-REGIONAL_LEGISLATIVE-runoff-2024"
,0,"Diputación del Distrito Local 6 CIUDAD DE MÉXICO",2021-09-01,2024-08-31,"mx-cmx-GUSTAVO A. MADERO-REGIONAL_LEGISLATIVE-runoff-2024"
,0,"Diputación del Distrito Local 7 CIUDAD DE MÉXICO",2021-09-01,2024-08-31,"mx-cmx-MILPA ALTA, TLAHUAC-REGIONAL_LEGISLATIVE-runoff-2024"
,0,"Diputación del Distrito Local 8 CIUDAD DE MÉXICO",2021-09-01,2024-08-31,"mx-cmx-TLAHUAC-REGIONAL_LEGISLATIVE-runoff-2024"
,0,"Diputación del Distrito Local 9 CIUDAD DE MÉXICO",2021-09-01,2024-08-31,"mx-cmx-CUAUHTEMOC-REGIONAL_LEGISLATIVE-runoff-2024"
,0,"Diputación del Distrito Local 10 CIUDAD DE MÉXICO",2021-09-01,2024-08-31,"mx-cmx-VENUSTIANO CARRANZA-REGIONAL_LEGISLATIVE-runoff-2024"
,0,"Diputación del Distrito Local 11 CIUDAD DE MÉXICO",2021-09-01,2024-08-31,"mx-cmx-IZTACALCO, VENUSTIANO CARRANZA-REGIONAL_LEGISLATIVE-runoff-2024"
,0,"Diputación del Distrito Local 12 CIUDAD DE MÉXICO",2021-09-01,2024-08-31,"mx-cmx-CUAUHTEMOC-REGIONAL_LEGISLATIVE-runoff-2024"
,0,"Diputación del Distrito Local 13 CIUDAD DE MÉXICO",2021-09-01,2024-08-31,"mx-cmx-MIGUEL HIDALGO-REGIONAL_LEGISLATIVE-runoff-2024"
,0,"Diputación del Distrito Local 14 CIUDAD DE MÉXICO",2021-09-01,2024-08-31,"mx-cmx-TLALPAN-REGIONAL_LEGISLATIVE-runoff-2024"
,0,"Diputación del Distrito Local 15 CIUDAD DE MÉXICO",2021-09-01,2024-08-31,"mx-cmx-IZTACALCO-REGIONAL_LEGISLATIVE-runoff-2024"
,0,"Diputación del Distrito Local 16 CIUDAD DE MÉXICO",2021-09-01,2024-08-31,"mx-cmx-TLALPAN-REGIONAL_LEGISLATIVE-runoff-2024"
,0,"Diputación del Distrito Local 17 CIUDAD DE MÉXICO",2021-09-01,2024-08-31,"mx-cmx-BENITO JUAREZ-REGIONAL_LEGISLATIVE-runoff-2024"
,0,"Diputación del Distrito Local 18 CIUDAD DE MÉXICO",2021-09-01,2024-08-31,"mx-cmx-ALVARO OBREGON-REGIONAL_LEGISLATIVE-runoff-2024"
,0,"Diputación del Distrito Local 19 CIUDAD DE MÉXICO",2021-09-01,2024-08-31,"mx-cmx-TLALPAN, XOCHIMILCO-REGIONAL_LEGISLATIVE-runoff-2024"
,0,"Diputación del Distrito Local 20 CIUDAD DE MÉXICO",2021-09-01,2024-08-31,"mx-cmx-CUAJIMALPA DE MORELOS, ALVARO OBREGON-REGIONAL_LEGISLATIVE-runoff-2024"
,0,"Diputación del Distrito Local 21 CIUDAD DE MÉXICO",2021-09-01,2024-08-31,"mx-cmx-IZTAPALAPA-REGIONAL_LEGISLATIVE-runoff-2024"
,0,"Diputación del Distrito Local 22 CIUDAD DE MÉXICO",2021-09-01,2024-08-31,"mx-cmx-IZTAPALAPA-REGIONAL_LEGISLATIVE-runoff-2024"
,0,"Diputación del Distrito Local 23 CIUDAD DE MÉXICO",2021-09-01,2024-08-31,"mx-cmx-ALVARO OBREGON-REGIONAL_LEGISLATIVE-runoff-2024"
,0,"Diputación del Distrito Local 24 CIUDAD DE MÉXICO",2021-09-01,2024-08-31,"mx-cmx-IZTAPALAPA-REGIONAL_LEGISLATIVE-runoff-2024"
,0,"Diputación del Distrito Local 25 CIUDAD DE MÉXICO",2021-09-01,2024-08-31,"mx-cmx-XOCHIMILCO-REGIONAL_LEGISLATIVE-runoff-2024"
,0,"Diputación del Distrito Local 26 CIUDAD DE MÉXICO",2021-09-01,2024-08-31,"mx-cmx-COYOACAN, BENITO JUAREZ-REGIONAL_LEGISLATIVE-runoff-2024"
,0,"Diputación del Distrito Local 27 CIUDAD DE MÉXICO",2021-09-01,2024-08-31,"mx-cmx-IZTAPALAPA-REGIONAL_LEGISLATIVE-runoff-2024"
,0,"Diputación del Distrito Local 28 CIUDAD DE MÉXICO",2021-09-01,2024-08-31,"mx-cmx-IZTAPALAPA-REGIONAL_LEGISLATIVE-runoff-2024"
,0,"Diputación del Distrito Local 29 CIUDAD DE MÉXICO",2021-09-01,2024-08-31,"mx-cmx-IZTAPALAPA-REGIONAL_LEGISLATIVE-runoff-2024"
,0,"Diputación del Distrito Local 30 CIUDAD DE MÉXICO",2021-09-01,2024-08-31,"mx-cmx-COYOACAN-REGIONAL_LEGISLATIVE-runoff-2024"
,0,"Diputación del Distrito Local 31 CIUDAD DE MÉXICO",2021-09-01,2024-08-31,"mx-cmx-IZTAPALAPA-REGIONAL_LEGISLATIVE-runoff-2024"
,0,"Diputación del Distrito Local 32 CIUDAD DE MÉXICO",2021-09-01,2024-08-31,"mx-cmx-COYOACAN-REGIONAL_LEGISLATIVE-runoff-2024"
,0,"Diputación del Distrito Local 33 CIUDAD DE MÉXICO",2021-09-01,2024-08-31,"mx-cmx-LA MAGDALENA CONTRERAS-REGIONAL_LEGISLATIVE-runoff-2024"
,0,"Diputación del Distrito Local 1 DURANGO",2021-08-31,2024-08-01,"mx-dur-DURANGO-REGIONAL_LEGISLATIVE-runoff-2024"
,0,"Diputación del Distrito Local 2 DURANGO",2021-08-31,2024-08-01,"mx-dur-DURANGO-REGIONAL_LEGISLATIVE-runoff-2024"
,0,"Diputación del Distrito Local 3 DURANGO",2021-08-31,2024-08-01,"mx-dur-DURANGO-REGIONAL_LEGISLATIVE-runoff-2024"
,0,"Diputación del Distrito Local 4 DURANGO",2021-08-31,2024-08-01,"mx-dur-DURANGO-REGIONAL_LEGISLATIVE-runoff-2024"
,0,"Diputación del Distrito Local 5 DURANGO",2021-08-31,2024-08-01,"mx-dur-DURANGO-REGIONAL_LEGISLATIVE-runoff-2024"
,0,"Diputación del Distrito Local 6 DURANGO",2021-08-31,2024-08-01,"mx-dur-CANATLAN, PUEBLO NUEVO, SAN DIMAS-REGIONAL_LEGISLATIVE-runoff-2024"
,0,"Diputación del Distrito Local 7 DURANGO",2021-08-31,2024-08-01,"mx-dur-CANELAS, OTAEZ, SANTIAGO PAPASQUIARO, TAMAZULA, TEPEHUANES, TOPIA-REGIONAL_LEGISLATIVE-runoff-2024"
,0,"Diputación del Distrito Local 8 DURANGO",2021-08-31,2024-08-01,"mx-dur-CONETO DE COMONFORT, GUANACEVI, INDE, NUEVO IDEAL, OCAMPO, EL ORO, PANUCO DE CORONADO, RODEO, SAN BERNARDO, SAN JUAN DEL RIO-REGIONAL_LEGISLATIVE-runoff-2024"
,0,"Diputación del Distrito Local 9 DURANGO",2021-08-31,2024-08-01,"mx-dur-HIDALGO, LERDO, MAPIMI, NAZAS, SAN LUIS DEL CORDERO, SAN PEDRO DEL GALLO, TLAHUALILO-REGIONAL_LEGISLATIVE-runoff-2024"
,0,"Diputación del Distrito Local 10 DURANGO",2021-08-31,2024-08-01,"mx-dur-GOMEZ PALACIO-REGIONAL_LEGISLATIVE-runoff-2024"
,0,"Diputación del Distrito Local 11 DURANGO",2021-08-31,2024-08-01,"mx-dur-GOMEZ PALACIO-REGIONAL_LEGISLATIVE-runoff-2024"
,0,"Diputación del Distrito Local 12 DURANGO",2021-08-31,2024-08-01,"mx-dur-GOMEZ PALACIO-REGIONAL_LEGISLATIVE-runoff-2024"
,0,"Diputación del Distrito Local 13 DURANGO",2021-08-31,2024-08-01,"mx-dur-LERDO-REGIONAL_LEGISLATIVE-runoff-2024"
,0,"Diputación del Distrito Local 14 DURANGO",2021-08-31,2024-08-01,"mx-dur-CUENCAME, SIMON BOLIVAR, GUADALUPE VICTORIA, PEÑON BLANCO, SAN JUAN DE GUADALUPE, SANTA CLARA-REGIONAL_LEGISLATIVE-runoff-2024"
,0,"Diputación del Distrito Local 15 DURANGO",2021-08-31,2024-08-01,"mx-dur-MEZQUITAL, NOMBRE DE DIOS, POANAS, SUCHIL, VICENTE GUERRERO-REGIONAL_LEGISLATIVE-runoff-2024"
,0,"Diputación del Distrito Local 1 GUANAJUATO",2021-09-25,2024-09-24,"mx-gua-DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL, OCAMPO, SAN DIEGO DE LA UNION, SAN FELIPE-REGIONAL_LEGISLATIVE-runoff-2024"
,0,"Diputación del Distrito Local 2 GUANAJUATO",2021-09-25,2024-09-24,"mx-gua-ATARJEA, DOCTOR MORA, SAN JOSE ITURBIDE, SAN LUIS DE LA PAZ, SANTA CATARINA, TIERRA BLANCA, VICTORIA, XICHU-REGIONAL_LEGISLATIVE-runoff-2024"
,0,"Diputación del Distrito Local 3 GUANAJUATO",2021-09-25,2024-09-24,"mx-gua-LEON-REGIONAL_LEGISLATIVE-runoff-2024"
,0,"Diputación del Distrito Local 4 GUANAJUATO",2021-09-25,2024-09-24,"mx-gua-LEON-REGIONAL_LEGISLATIVE-runoff-2024"
,0,"Diputación del Distrito Local 5 GUANAJUATO",2021-09-25,2024-09-24,"mx-gua-LEON-REGIONAL_LEGISLATIVE-runoff-2024"
,0,"Diputación del Distrito Local 6 GUANAJUATO",2021-09-25,2024-09-24,"mx-gua-LEON-REGIONAL_LEGISLATIVE-runoff-2024"
,0,"Diputación del Distrito Local 7 GUANAJUATO",2021-09-25,2024-09-24,"mx-gua-LEON-REGIONAL_LEGISLATIVE-runoff-2024"
,0,"Diputación del Distrito Local 8 GUANAJUATO",2021-09-25,2024-09-24,"mx-gua-DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL, GUANAJUATO-REGIONAL_LEGISLATIVE-runoff-2024"
,0,"Diputación del Distrito Local 9 GUANAJUATO",2021-09-25,2024-09-24,"mx-gua-SAN MIGUEL DE ALLENDE, APASEO EL GRANDE-REGIONAL_LEGISLATIVE-runoff-2024"
,0,"Diputación del Distrito Local 10 GUANAJUATO",2021-09-25,2024-09-24,"mx-gua-MANUEL DOBLADO, CUERAMARO, PURISIMA DEL RINCON, SAN FRANCISCO DEL RINCON-REGIONAL_LEGISLATIVE-runoff-2024"
,0,"Diputación del Distrito Local 11 GUANAJUATO",2021-09-25,2024-09-24,"mx-gua-IRAPUATO-REGIONAL_LEGISLATIVE-runoff-2024"
,0,"Diputación del Distrito Local 12 GUANAJUATO",2021-09-25,2024-09-24,"mx-gua-IRAPUATO-REGIONAL_LEGISLATIVE-runoff-2024"
,0,"Diputación del Distrito Local 13 GUANAJUATO",2021-09-25,2024-09-24,"mx-gua-ROMITA, SILAO DE LA VICTORIA-REGIONAL_LEGISLATIVE-runoff-2024"
,0,"Diputación del Distrito Local 14 GUANAJUATO",2021-09-25,2024-09-24,"mx-gua-SALAMANCA-REGIONAL_LEGISLATIVE-runoff-2024"
,0,"Diputación del Distrito Local 15 GUANAJUATO",2021-09-25,2024-09-24,"mx-gua-CELAYA, TARIMORO-REGIONAL_LEGISLATIVE-runoff-2024"
,0,"Diputación del Distrito Local 16 GUANAJUATO",2021-09-25,2024-09-24,"mx-gua-CELAYA-REGIONAL_LEGISLATIVE-runoff-2024"
,0,"Diputación del Distrito Local 17 GUANAJUATO",2021-09-25,2024-09-24,"mx-gua-COMONFORT, SANTA CRUZ DE JUVENTINO ROSAS, VILLAGRAN-REGIONAL_LEGISLATIVE-runoff-2024"
,0,"Diputación del Distrito Local 18 GUANAJUATO",2021-09-25,2024-09-24,"mx-gua-ABASOLO, HUANIMARO, PENJAMO, PUEBLO NUEVO-REGIONAL_LEGISLATIVE-runoff-2024"
,0,"Diputación del Distrito Local 19 GUANAJUATO",2021-09-25,2024-09-24,"mx-gua-CORTAZAR, JARAL DEL PROGRESO, VALLE DE SANTIAGO-REGIONAL_LEGISLATIVE-runoff-2024"
,0,"Diputación del Distrito Local 20 GUANAJUATO",2021-09-25,2024-09-24,"mx-gua-MOROLEON, SALVATIERRA, SANTIAGO MARAVATIO, URIANGATO, YURIRIA-REGIONAL_LEGISLATIVE-runoff-2024"
,0,"Diputación del Distrito Local 21 GUANAJUATO",2021-09-25,2024-09-24,"mx-gua-LEON-REGIONAL_LEGISLATIVE-runoff-2024"
,0,"Diputación del Distrito Local 22 GUANAJUATO",2021-09-25,2024-09-24,"mx-gua-ACAMBARO, APASEO EL ALTO, CORONEO, JERECUARO, TARANDACUAO-REGIONAL_LEGISLATIVE-runoff-2024"
,0,"Diputación del Distrito Local 1 GUERRERO",2021-09-01,2024-08-31,"mx-gro-CHILPANCINGO DE LOS BRAVO-REGIONAL_LEGISLATIVE-runoff-2024"
,0,"Diputación del Distrito Local 2 GUERRERO",2021-09-01,2024-08-31,"mx-gro-CHILPANCINGO DE LOS BRAVO-REGIONAL_LEGISLATIVE-runoff-2024"
,0,"Diputación del Distrito Local 3 GUERRERO",2021-09-01,2024-08-31,"mx-gro-ACAPULCO DE JUAREZ-REGIONAL_LEGISLATIVE-runoff-2024"
,0,"Diputación del Distrito Local 4 GUERRERO",2021-09-01,2024-08-31,"mx-gro-ACAPULCO DE JUAREZ-REGIONAL_LEGISLATIVE-runoff-2024"
,0,"Diputación del Distrito Local 5 GUERRERO",2021-09-01,2024-08-31,"mx-gro-ACAPULCO DE JUAREZ-REGIONAL_LEGISLATIVE-runoff-2024"
,0,"Diputación del Distrito Local 6 GUERRERO",2021-09-01,2024-08-31,"mx-gro-ACAPULCO DE JUAREZ-REGIONAL_LEGISLATIVE-runoff-2024"
,0,"Diputación del Distrito Local 7 GUERRERO",2021-09-01,2024-08-31,"mx-gro-ACAPULCO DE JUAREZ-REGIONAL_LEGISLATIVE-runoff-2024"
,0,"Diputación del Distrito Local 8 GUERRERO",2021-09-01,2024-08-31,"mx-gro-ACAPULCO DE JUAREZ, COYUCA DE BENITEZ-REGIONAL_LEGISLATIVE-runoff-2024"
,0,"Diputación del Distrito Local 9 GUERRERO",2021-09-01,2024-08-31,"mx-gro-ACAPULCO DE JUAREZ-REGIONAL_LEGISLATIVE-runoff-2024"
,0,"Diputación del Distrito Local 10 GUERRERO",2021-09-01,2024-08-31,"mx-gro-ATOYAC DE ALVAREZ, BENITO JUAREZ, TECPAN DE GALEANA-REGIONAL_LEGISLATIVE-runoff-2024"
,0,"Diputación del Distrito Local 11 GUERRERO",2021-09-01,2024-08-31,"mx-gro-ZIHUATANEJO DE AZUETA, PETATLAN, TECPAN DE GALEANA-REGIONAL_LEGISLATIVE-runoff-2024"
,0,"Diputación del Distrito Local 12 GUERRERO",2021-09-01,2024-08-31,"mx-gro-COAHUAYUTLA DE JOSE MARIA IZAZAGA, ZIHUATANEJO DE AZUETA, LA UNION DE ISIDORO MONTES DE OCA-REGIONAL_LEGISLATIVE-runoff-2024"
,0,"Diputación del Distrito Local 13 GUERRERO",2021-09-01,2024-08-31,"mx-gro-JUAN R. ESCUDERO, SAN MARCOS, TECOANAPA-REGIONAL_LEGISLATIVE-runoff-2024"
,0,"Diputación del Distrito Local 14 GUERRERO",2021-09-01,2024-08-31,"mx-gro-AYUTLA DE LOS LIBRES, COPALA, CUAUTEPEC, FLORENCIO VILLARREAL-REGIONAL_LEGISLATIVE-runoff-2024"
,0,"Diputación del Distrito Local 15 GUERRERO",2021-09-01,2024-08-31,"mx-gro-AZOYU, CUAJINICUILAPA, IGUALAPA, METLATONOC, SAN LUIS ACATLAN, MARQUELIA, JUCHITAN-REGIONAL_LEGISLATIVE-runoff-2024"
,0,"Diputación del Distrito Local 16 GUERRERO",2021-09-01,2024-08-31,"mx-gro-OMETEPEC, TLACOACHISTLAHUACA, XOCHISTLAHUACA-REGIONAL_LEGISLATIVE-runoff-2024"
,0,"Diputación del Distrito Local 17 GUERRERO",2021-09-01,2024-08-31,"mx-gro-AJUCHITLAN DEL PROGRESO, COYUCA DE CATALAN, SAN MIGUEL TOTOLAPAN, ZIRANDARO-REGIONAL_LEGISLATIVE-runoff-2024"
,0,"Diputación del Distrito Local 18 GUERRERO",2021-09-01,2024-08-31,"mx-gro-ARCELIA, CUTZAMALA DE PINZON, PUNGARABATO, TLALCHAPA, TLAPEHUALA-REGIONAL_LEGISLATIVE-runoff-2024"
,0,"Diputación del Distrito Local 19 GUERRERO",2021-09-01,2024-08-31,"mx-gro-EDUARDO NERI, GENERAL HELIODORO CASTILLO, LEONARDO BRAVO-REGIONAL_LEGISLATIVE-runoff-2024"
,0,"Diputación del Distrito Local 20 GUERRERO",2021-09-01,2024-08-31,"mx-gro-APAXTLA, COCULA, CUETZALA DEL PROGRESO, GENERAL CANUTO A. NERI, IXCATEOPAN DE CUAUHTEMOC, PEDRO ASCENCIO ALQUISIRAS, TELOLOAPAN-REGIONAL_LEGISLATIVE-runoff-2024"
,0,"Diputación del Distrito Local 21 GUERRERO",2021-09-01,2024-08-31,"mx-gro-PILCAYA, TAXCO DE ALARCON, TETIPAC-REGIONAL_LEGISLATIVE-runoff-2024"
,0,"Diputación del Distrito Local 22 GUERRERO",2021-09-01,2024-08-31,"mx-gro-IGUALA DE LA INDEPENDENCIA-REGIONAL_LEGISLATIVE-runoff-2024"
,0,"Diputación del Distrito Local 23 GUERRERO",2021-09-01,2024-08-31,"mx-gro-ATENANGO DEL RIO, BUENAVISTA DE CUELLAR, COPALILLO, HUITZUCO DE LOS FIGUEROA, IGUALA DE LA INDEPENDENCIA, TEPECOACUILCO DE TRUJANO-REGIONAL_LEGISLATIVE-runoff-2024"
,0,"Diputación del Distrito Local 24 GUERRERO",2021-09-01,2024-08-31,"mx-gro-MARTIR DE CUILAPAN, MOCHITLAN, QUECHULTENANGO, TIXTLA DE GUERRERO, ZITLALA-REGIONAL_LEGISLATIVE-runoff-2024"
,0,"Diputación del Distrito Local 25 GUERRERO",2021-09-01,2024-08-31,"mx-gro-CHILAPA DE ALVAREZ, JOSE JOAQUIN DE HERRERA-REGIONAL_LEGISLATIVE-runoff-2024"
,0,"Diputación del Distrito Local 26 GUERRERO",2021-09-01,2024-08-31,"mx-gro-AHUACUOTZINGO, ATLIXTAC, COPANATOYAC, TLACOAPA, ZAPOTITLAN TABLAS, ACATEPEC-REGIONAL_LEGISLATIVE-runoff-2024"
,0,"Diputación del Distrito Local 27 GUERRERO",2021-09-01,2024-08-31,"mx-gro-ALPOYECA, CUALAC, HUAMUXTITLAN, OLINALA, TLALIXTAQUILLA DE MALDONADO, TLAPA DE COMONFORT, XOCHIHUEHUETLAN-REGIONAL_LEGISLATIVE-runoff-2024"
,0,"Diputación del Distrito Local 28 GUERRERO",2021-09-01,2024-08-31,"mx-gro-ALCOZAUCA DE GUERRERO, ATLAMAJALCINGO DEL MONTE, MALINALTEPEC, METLATONOC, SAN LUIS ACATLAN, TLAPA DE COMONFORT, XALPATLAHUAC, ILIATENCO, COCHOAPA EL GRANDE-REGIONAL_LEGISLATIVE-runoff-2024"
,0,"Diputación del Distrito Local 1 HIDALGO",2021-09-05,2024-09-04,"mx-hid-ALFAJAYUCAN, CHAPULHUACAN, JACALA DE LEDEZMA, LA MISION, PACULA, PISAFLORES, TASQUILLO, ZIMAPAN-REGIONAL_LEGISLATIVE-runoff-2024"
,0,"Diputación del Distrito Local 2 HIDALGO",2021-09-05,2024-09-04,"mx-hid-CALNALI, ELOXOCHITLAN, JUAREZ HIDALGO, LOLOTLA, METZTITLAN, MOLANGO DE ESCAMILLA, TEPEHUACAN DE GUERRERO, TIANGUISTENGO, TLAHUILTEPA, XOCHICOATLAN, ZACUALTIPAN DE ANGELES-REGIONAL_LEGISLATIVE-runoff-2024"
,0,"Diputación del Distrito Local 3 HIDALGO",2021-09-05,2024-09-04,"mx-hid-ATLAPEXCO, HUAZALINGO, SAN FELIPE ORIZATLAN, TLANCHINOL, XOCHIATIPAN, YAHUALICA-REGIONAL_LEGISLATIVE-runoff-2024"
,0,"Diputación del Distrito Local 4 HIDALGO",2021-09-05,2024-09-04,"mx-hid-HUAUTLA, HUEJUTLA DE REYES, JALTOCAN-REGIONAL_LEGISLATIVE-runoff-2024"
,0,"Diputación del Distrito Local 5 HIDALGO",2021-09-05,2024-09-04,"mx-hid-CARDONAL, CHILCUAUTLA, IXMIQUILPAN, NICOLAS FLORES, SANTIAGO DE ANAYA-REGIONAL_LEGISLATIVE-runoff-2024"
,0,"Diputación del Distrito Local 6 HIDALGO",2021-09-05,2024-09-04,"mx-hid-CHAPANTONGO, HUICHAPAN, NOPALA DE VILLAGRAN, TECOZAUTLA, TEPETITLAN, TEZONTEPEC DE ALDAMA-REGIONAL_LEGISLATIVE-runoff-2024"
,0,"Diputación del Distrito Local 7 HIDALGO",2021-09-05,2024-09-04,"mx-hid-AJACUBA, FRANCISCO I. MADERO, MIXQUIAHUALA DE JUAREZ, PROGRESO DE OBREGON, SAN SALVADOR-REGIONAL_LEGISLATIVE-runoff-2024"
,0,"Diputación del Distrito Local 8 HIDALGO",2021-09-05,2024-09-04,"mx-hid-ACTOPAN, ATOTONILCO EL GRANDE, EL ARENAL, MINERAL DEL CHICO, SAN AGUSTIN METZQUITITLAN, SAN AGUSTIN TLAXIACA-REGIONAL_LEGISLATIVE-runoff-2024"
,0,"Diputación del Distrito Local 9 HIDALGO",2021-09-05,2024-09-04,"mx-hid-ACATLAN, AGUA BLANCA DE ITURBIDE, HUASCA DE OCAMPO, HUEHUETLA, METEPEC, MINERAL DEL MONTE, OMITLAN DE JUAREZ, SAN BARTOLO TUTOTEPEC, TENANGO DE DORIA-REGIONAL_LEGISLATIVE-runoff-2024"
,0,"Diputación del Distrito Local 10 HIDALGO",2021-09-05,2024-09-04,"mx-hid-ACAXOCHITLAN, ALMOLOYA, APAN, CUAUTEPEC DE HINOJOSA, EMILIANO ZAPATA-REGIONAL_LEGISLATIVE-runoff-2024"
,0,"Diputación del Distrito Local 11 HIDALGO",2021-09-05,2024-09-04,"mx-hid-TULANCINGO DE BRAVO-REGIONAL_LEGISLATIVE-runoff-2024"
,0,"Diputación del Distrito Local 12 HIDALGO",2021-09-05,2024-09-04,"mx-hid-PACHUCA DE SOTO-REGIONAL_LEGISLATIVE-runoff-2024"
,0,"Diputación del Distrito Local 13 HIDALGO",2021-09-05,2024-09-04,"mx-hid-PACHUCA DE SOTO-REGIONAL_LEGISLATIVE-runoff-2024"
,0,"Diputación del Distrito Local 14 HIDALGO",2021-09-05,2024-09-04,"mx-hid-TLAHUELILPAN, TLAXCOAPAN, TULA DE ALLENDE-REGIONAL_LEGISLATIVE-runoff-2024"
